Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Biology,What is the name of the organelle that is responsible for protein synthesis?,Ribosome,Nucleus,Mitochondrion,Golgi apparatus
Chemistry,What is the formula for nitric acid?,HNO3,HCl,NaOH,CaCO3
Physics,What is the difference between a scalar and a vector?,A scalar has only magnitude| while a vector has both magnitude and direction,A vector has only magnitude| while a scalar has both magnitude and direction,Scalars and vectors are the same thing,Scalars and vectors cannot be measured
Geology,What is the name of the process by which magma cools and solidifies underground?,Plutonism,Volcanism,Sedimentation,Erosion
Astronomy,What is the name of the brightest star in the night sky?,Sirius,Betelgeuse,Alpha Centauri,Proxima Centauri
Biology,What is the name of the molecule that provides cells with energy?,ATP,DNA,RNA,Glucose
Chemistry,What is the formula for hydrochloric acid?,HCl,NaCl,H2SO4,CO2
Physics,What is the difference between a conductor and an insulator?,A conductor allows electricity to flow easily| while an insulator does not,An insulator allows electricity to flow easily| while a conductor does not,Conductors and insulators are the same thing,Conductors and insulators cannot be differentiated
Geology,What is the name of the process by which sediments are turned into sedimentary rock?,Lithification,Erosion,Deposition,Weathering
Astronomy,What is the name of the process by which a star enters its red giant phase?,Helium flash,Hydrogen fusion,Carbon fixation,Nuclear fission
Biology,What is the name of the organelle that is responsible for cellular respiration?,Mitochondrion,Ribosome,Nucleus,Lysosome
Chemistry,What is the formula for carbon dioxide?,CO2,HCl,NaCl,H2SO4
Physics,What is the difference between potential energy and kinetic energy?,Potential energy is stored energy| while kinetic energy is energy in motion,Kinetic energy is stored energy| while potential energy is energy in motion,Potential energy and kinetic energy are the same thing,Potential energy and kinetic energy cannot be measured
Geology,What is the name of the process by which an igneous rock is transformed into a metamorphic rock?,Metamorphism,Melting,Crystallization,Erosion
Astronomy,What is a pulsar?,A rapidly rotating neutron star that emits radio waves,A type of comet,A region of space with very little matter,A small| hot star
Biology,What is the name of the system of blood vessels and the heart?,Circulatory system,Respiratory system,Nervous system,Endocrine system
Chemistry,What is the formula for ammonia?,NH3,HCl,NaOH,H2SO4
Physics,What is the difference between a wave and a particle?,A wave is a disturbance that travels through a medium| while a particle has mass and occupies space,A particle is a disturbance that travels through a medium| while a wave has mass and occupies space,Waves and particles are the same thing,Waves and particles cannot be measured
Geology,What is the name of the process by which sedimentary rock is transformed into metamorphic rock?,Metamorphism,Melting,Crystallization,Erosion
