Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Chemistry,What is the symbol for the element oxygen?,O,N,H,C
Astronomy,What is the name of the red planet?,Mars,Mercury,Venus,Jupiter
Astronomy,What is a satellite?,An object that orbits a planet or other body in space,A type of star,"A small, rocky object in space",A black hole
Geology,What is the term for the process by which rocks are broken down into smaller pieces?,Weathering,Erosion,Volcanism,Deposition
Biology,What is the name of the chemical messengers that carry signals between cells in the body?,Hormones,Neurotransmitters,Enzymes,Antibodies
Biology,Which organ pumps blood around the body?,Heart,Lungs,Liver,Pancreas
Biology,What is the outermost layer of the skin called?,Epidermis,Dermis,Subcutaneous layer,Superficial fascia
Biology,What is the process by which oxygen and carbon dioxide are exchanged in the lungs?,Gas exchange,Transport,Digestion,Absorption
Physics,What is the force that causes objects to experience a force due to their motion through a magnetic field?,Magnetic force,Electric force,Gravity,Friction
Astronomy,What is the name of the phenomenon where light is bent by gravity?,Gravitational lensing,Diffraction,Reflection,Refraction
Biology,The process of mitosis results in the formation of how many daughter cells?,2,1,3,4
Ecology,What is a carbon footprint?,"The amount of carbon dioxide and other greenhouse gases emitted by a person, organization, or activity",The amount of fossil fuels used in a given area,The amount of oxygen produced by a plant,The amount of carbon dioxide absorbed by the ocean
Chemistry,What is the process of combining two or more elements to form a compound called?,Synthesis,Combustion,Decomposition,Replacement
Chemistry,What is the name of the process whereby a solid turns into a gas?,Sublimation,Condensation,Evaporation,Melting
Biology,What is the process called by which cells obtain energy from glucose in the presence of oxygen?,Cellular respiration,Photosynthesis,Fermentation,Glycolysis
Biology,What is the process of converting light energy into chemical energy called?,Photosynthesis,Respiration,Digestion,Fermentation
Biology,What is the name of the tiny structures inside cells that produce proteins?,Ribosomes,Mitochondria,Lysosomes,Golgi apparatus
Physics,What is the formula for potential energy?,PE=mgh,PE = 1/2mv^2,PE = Fd,Potential energy = mass x velocity
Geology,What is the difference between a rock and a mineral?,"A mineral is a naturally occurring inorganic solid with a crystalline structure and a defined chemical composition, a rock is made up of one or more minerals","A rock is a naturally occurring inorganic solid with a crystalline structure and a defined chemical composition, a mineral is made up of one or more rocks","A mineral is a naturally occurring organic solid with a crystalline structure and a defined chemical composition, a rock is made up of one or more minerals","A rock is a man-made substance with a crystalline structure and a defined chemical composition, a mineral is a naturally occurring substance without a defined chemical composition"
Biology,What is the name of the molecule that carries genetic information?,DNA,RNA,Protein,Carbohydrate
Biology,What is the name of the organelle responsible for processing and packaging proteins?,Golgi Apparatus,Nucleus,Mitochondria,Ribosome
Physics,Which law states that the total energy in a closed system remains constant?,Law of conservation of energy,Newton's first law,Second law of thermodynamics,Law of thermodynamics
Botany,What is the process by which plants reproduce asexually?,Vegetative propagation,Pollination,Fertilization,Gametogenesis
Chemistry,What is the formula for methane?,CH4,CO2,H2O,NaCl
Biology,What process produces identical copies of a cell?,Mitosis,Meiosis,Fertilization,Differentiation
Biology,Which part of the brain controls breathing and heart rate?,medulla oblongata,cerebellum,cerebrum,thalamus
Chemistry,What element has the symbol Ca?,Calcium,Carbon,Copper,Cadmium
Biology,What is the term for the movement of molecules from an area of high concentration to an area of low concentration?,Diffusion,Osmosis,Active transport,Passive transport
Biology,What do you call the organelles that are responsible for protein synthesis?,Ribosomes,Golgi Apparatus,Mitochondria,Lysosome
Geology,What is the name for the process by which rocks are broken down into smaller pieces?,Weathering,Erosion,Deposition,Molting
Biology,What is the process called when two different species mate and produce offspring?,Hybridization,Speciation,Adaptation,Migration
Physics,What is the concept of potential energy?,Energy stored due to position or configuration,Energy stored due to motion,Energy released due to chemical reaction,Energy released due to nuclear reaction
Physics,What is the formula to calculate power?,Work/Time,Force x Distance,Mass x Velocity,Velocity x Time
Biology,What type of organism performs photosynthesis?,Plants,Animals,Fungi,Bacteria
Biology,What is the outermost layer of skin called?,Epidermis,Dermis,Subcutaneous layer,Stratum corneum
Geology,What is the process of transforming sediments into solid rock called?,Lithification,Erosion,Weathering,Deposition
Biology,What is the name of the process by which molecules move from an area of high concentration to an area of low concentration?,Diffusion,Osmosis,Active Transport,Facilitated Diffusion
Astronomy,What is the brightest star in our solar system?,Sun,Sirius,Alpha Centauri A,Vega
Chemistry,What is the chemical formula for carbon monoxide?,CO,CO2,O2,C3H8
Chemistry,What gas is most abundant in the Earth's atmosphere?,Nitrogen,Oxygen,Carbon dioxide,Argon
Biology,Which organ pumps blood throughout the body?,Heart,Lungs,Liver,Stomach
Physics,What is the formula for the force of friction?,F=μN,F=ma,E=mc^2,V=d/t
Physics,What is the force that opposes motion between two objects in contact?,Friction,Gravity,Magnetism,Tension
Geology,In what type of rock would you find fossils most commonly?,Sedimentary,Igneous,Metamorphic,Volcanic
Biology,What molecule is used by cells for energy?,ATP,DNA,RNA,Protein
Anatomy,What is the name of the joint that connects the upper arm bone to the shoulder blade?,Ball and socket joint,Hinge joint,Pivot joint,Cartilaginous joint
Astronomy,What is the phenomenon where the moon passes directly in front of the sun| blocking out its light?,Solar Eclipse,Lunar Eclipse,Aurora,Meteor Shower
Physics,Which of the following is a measure of the amount of matter in a given volume?,Density,Mass,Weight,Volume
Chemistry,What is the formula for table salt?,NaCl,H2O,CO2,KCl
Chemistry,What is the chemical formula for hydrofluoric acid?,HF,HCl,NaOH,KOH
Astronomy,What is the name of the region of space just outside the Earth's atmosphere where small debris can be found?,Exosphere,Thermosphere,Mesosphere,Stratosphere
Geology,What is the name of the boundary between two tectonic plates that are sliding past each other?,Transform boundary,Divergent boundary,Convergent boundary,Subduction zone
Physics,Which of the following is a measure of how much energy is contained in an object due to its position or shape?,Potential energy,Kinetic energy,Work,Power
Biology,What is the name for the system that controls and coordinates the body's activities?,Nervous system,Circulatory system,Digestive system,Respiratory system
Biology,What is the molecule that carries genetic information in cells?,DNA,RNA,Protein,Carbohydrate
Astronomy,What is the name of the phenomenon in which a star collapses in on itself and becomes extremely dense?,Black hole,Neutron star,Supernova,White dwarf
Earth Science,What is the process by which rocks are formed from molten magma or lava?,Igneous rock formation,Sedimentary rock formation,Metamorphic rock formation,Mineral crystalization
Biology,What is the name of the macromolecule that stores energy and forms cell membranes?,Lipids,Proteins,Carbohydrates,Nucleic acids
Earth Science,What is the name for the layer of Earth's atmosphere that contains the Southern and Northern lights?,Ionosphere,Thermosphere,Mesosphere,Exosphere
Biology,What is the correct order of levels of organization in an ecosystem| from least complex to most complex?,"Organism, Population, Community, Ecosystem","Population, Ecosystem, Community, Organism","Organism, Ecosystem, Population, Community","Community, Population, Organism, Ecosystem"
Physics,What is the difference between speed and velocity?,"Velocity includes direction, speed does not","Speed includes direction, velocity does not",They are the same thing,"Velocity is constant, speed can vary"
Chemistry,What is the symbol for Helium?,He,H,Li,Be
Chemistry,What is the SI unit of temperature?,Kelvin,Celsius,Fahrenheit,Rankine
Physics,In which direction does an object move if the net force acting on it is zero?,It doesn't move,Up,Down,Left
Geology,What is the process of transforming any type of rock into molten rock called?,Melting,Metamorphism,Lithification,Erosion
Biology,What is the process by which RNA is made from DNA called?,Transcription,Translation,Replication,Mutation
Physics,What is the unit of capacitance?,Farad,Ohm,Volt,Ampere
Biology,What is the process called when DNA copies itself?,Replication,Transcription,Translation,Mutation
Chemistry,What is the process called when a solid turns into a liquid?,Melting,Freezing,Evaporation,Condensation
Physics,What is the force that causes objects to align with each other in a magnetic field?,Magnetic force,Electric force,Gravity,Friction
Biology,What is the difference between a eukaryotic cell and a prokaryotic cell?,Eukaryotic cells have a nucleus and organelles; prokaryotic cells do not,Prokaryotic cells have a nucleus and organelles; eukaryotic cells do not,Eukaryotic cells are larger; prokaryotic cells are smaller,Prokaryotic cells are more complex; eukaryotic cells are less complex
Chemistry,Which of the following is a measure of the amount of substance in a given volume?,Concentration,Molarity,Solubility,Pressure
Biology,What is the name of the pigment responsible for photosynthesis in plants?,Chlorophyll,Carotene,Melanin,Anthocyanin
Astronomy,What is the name of the process by which light is bent as it passes through a medium?,Refraction,Diffraction,Reflection,Interference
Chemistry,What is the symbol for Carbon?,C,Ca,Cd,Cr
Biology,What is the process by which food is broken down into simpler molecules in the body?,Digestion,Respiration,Photosynthesis,Fermentation
Chemistry,What is the molecular formula for water?,H2O,CO2,CH4,NH3
Earth Science,What is the name of the boundary where two tectonic plates meet?,Fault,Subduction zone,Magma chamber,Ridge
Astronomy,What is the name of the nearest star to Earth?,Proxima Centauri,Alpha Centauri A,Alpha Centauri B,Alpha Centauri B
Biology,What is the name of the hormone that regulates sleep in the body?,Melatonin,Adrenaline,Insulin,Thyroxine
Earth Science,What type of rock is formed from cooling lava?,Igneous,Sedimentary,Metamorphic,Volcanic
Physics,What is the formula for calculating velocity?,Velocity = Distance/Time,Velocity = Time/Distance,Velocity = Force x Mass,Velocity = Work/Time
Biology,What is the process by which living organisms convert light energy into chemical energy?,Photosynthesis,Respiration,Fermentation,Oxidation
Geology,What is the scale used to measure the strength of earthquakes?,Richter scale,Kilometer scale,Fahrenheit scale,Celsius scale
Biology,What is the function of the centrosome in a cell?,Organizes and separates chromosomes during cell division,Energy production,Protein synthesis,Waste elimination
Earth Science,What is the process by which sediment is moved from one place to another?,Erosion,Weathering,Deposition,Compaction
Physics,What is the name of the force that causes an object to fall to the ground?,Gravity,Friction,Inertia,Centripetal Force
Geology,What is the name of the scale used to measure the strength of earthquakes?,Richter scale,Mercalli scale,Moment magnitude scale,Seismic scale
Geology,What are the three types of rocks?,"Igneous, sedimentary, metamorphic","Igneous, sedimentary, volcanic","Metamorphic, sedimentary, volcanic","Metamorphic, volcanic, plutonic"
Biology,What is the name given to the outermost layer of skin?,Epidermis,Dermis,Subcutaneous tissue,Hypodermis
Biology,What type of joint connects the arm to the shoulder?,Ball and socket,Hinge,Pivot,Saddle
Biology,What is the function of the microvilli?,To increase surface area for absorption,To generate energy,To synthesize proteins,To store DNA
Biology,What is the name of the structure that carries genetic information from the nucleus to the ribosome?,mRNA,tRNA,rRNA,DNA
Chemistry,What is the formula for sodium hydroxide?,NaOH,H2SO4,HCl,CH3COOH
Chemistry,Which of the following is an example of a chemical change?,Boiling water,Melting ice,Rusting of iron,Breaking a glass
Chemistry,What is the name for the negatively charged particle in the nucleus of an atom?,Electron,Proton,Neutron,Ion
Chemistry,What is the name of the process by which a gas changes into a solid?,Deposition,Sublimation,Condensation,Evaporation
Zoology,What is the name for the study of fish?,Ichthyology,Herpetology,Ornithology,Entomology
Physics,What is kinetic energy?,Energy of motion,Potential energy,Heat energy,Light energy
Biology,What is the name of the hormone that regulates stress?,Cortisol,Testosterone,Estrogen,Insulin
Astronomy,What is the force that keeps planets and other objects in orbit around the sun?,Gravity,Magnetism,Electromagnetism,Nuclear force
Geology,What is the difference between igneous and sedimentary rocks?,"Igneous rocks are formed from cooling lava or magma, sedimentary rocks are formed from compacted sediment","Igneous rocks are formed from sediment, sedimentary rocks are formed from cooling lava or magma",Igneous and sedimentary rocks are the same thing,"Igneous rocks are formed underground, sedimentary rocks are formed above ground"
Biology,What is the name of the cell structure that carries out photosynthesis?,Chloroplast,Mitochondria,Nucleus,Ribosome
Biology,What is the name of the molecule that provides energy to cells?,ATP,ADP,NADH,FADH
Chemistry,What is the type of reaction in which an acid and a base react with each other to produce water and a salt?,Acid-base reaction,Combustion reaction,Redox reaction,Displacement reaction
Physics,What is the name of the law that states that the pressure and volume of a gas are inversely proportional at a constant temperature?,Boyle's Law,Charles's Law,Gay-Lussac's Law,The Ideal Gas Law
Biology,What is the term for a molecule consisting of three fatty acids and one glycerol molecule?,Triglyceride,Monosaccharide,Polysaccharide,Amino Acid
Physics,What is the name of the force that causes an object to move in a circular path?,Centripetal Force,Centrifugal Force,Friction,Gravity
Chemistry,What is the term for a chemical reaction in which a compound breaks down into two or more simpler substances?,Decomposition,Synthesis,Single replacement,Double replacement
Biology,What part of a plant regulates gas exchange?,Stomata,Leaves,Flowers,Roots
Chemistry,What is the symbol for the element copper?,Cu,Ag,Au,Fe
Biology,What is the function of the hypothalamus?,To regulate body temperature and blood sugar levels,To process sensory information,To control hormone production,To store memories
Astronomy,What is the name of the galaxy that contains the Milky Way?,The Local Group,The Virgo Supercluster,Andromeda,Magellanic Clouds
Earth Science,What is the name of the layer of gases surrounding the Earth?,Atmosphere,Biosphere,Hydrosphere,Lithosphere
Earth Science,What is the process by which water vapor turns into liquid water?,Condensation,Evaporation,Sublimation,Melting
Physics,What is the formula for volume?,V=lwh,V=F/A,V=F*d,V=mt/P
Physics,What type of energy is associated with the motion of molecules?,Thermal,Nuclear,Sound,Kinetic
Biology,What is the process by which cells differentiate into specialized cells?,Differentiation,Mitosis,Meiosis,Fertilization
Biology,What is the process called when a species splits into two or more species?,Speciation,Hybridization,Adaptation,Migration
Geology,What is the name for the theory that explains how the Earth's crustal plates move?,Plate tectonic theory,Continental drift theory,Volcanic eruption theory,Tsunami theory
Biology,Which part of the brain controls the body's involuntary functions?,Brainstem,Cerebellum,Cerebrum,Thalamus
Chemistry,What is the chemical formula for sodium hydroxide?,NaOH,H2SO4,HCl,NH3
Anatomy,What is the name for the upper arm bone?,Humerus,Radius,Ulna,Femur
Physics,What is the name of the force that causes a body to float in a fluid?,Buoyancy,Gravity,Friction,Tension
Biology,What is the name of the process by which the body eliminates waste?,Excretion,Digestion,Respiration,Hematopoiesis
Chemistry,What is the process by which a liquid changes into a gas?,Evaporation,Sublimation,Condensation,Dissolution
Physics,What is the SI unit of force?,Newton,Joule,Watt,Pascal
Biology,What is the function of the cell wall?,Provides support and protection for the cell,Energy production,Makes proteins,Produces energy
Biology,What is the name for the watery solution that fills the inside of a cell?,Cytoplasm,Nucleus,Plasma,Lysosome
Biology,What is the function of the chloroplasts?,To conduct photosynthesis,To generate energy,To synthesize proteins,To store DNA
Physics,What is the formula for calculating kinetic energy?,KE = 1/2mv^2,Kinetic Energy = Force x Distance,KE = Fd,Kinetic Energy = Pressure x Area x Distance²
Geology,What is the name of the scale used to measure the intensity of earthquakes?,Richter scale,Mercalli scale,Moments magnitude scale,Seismic scale
Earth Science,What is the name of the layer of the atmosphere above the mesosphere?,Thermosphere,Stratosphere,Troposphere,Exosphere
Biology,What is the process by which cells divide into two identical daughter cells?,Mitosis,Meiosis,Fertilization,Differentiation
Physics,What is the second law of motion also known as?,Law of Force and Acceleration,Law of Inertia,Law of Action and Reaction,Law of Gravity
Chemistry,What is the element with the symbol Fe on the periodic table?,Iron,Gold,Silver,Platinum
Astronomy,What is the name of the region in space where comets originate?,Oort cloud,Kuiper belt,Main asteroid belt,Trans-Neptunian objects
Earth Science,What is the process by which rocks are broken down by chemical and physical means?,Weathering,Erosion,Deposition,Compaction
Biology,What is the organ that pumps blood throughout the body?,Heart,Lungs,Kidneys,Liver
Physics,What is the acceleration of an object at rest?,Zero,Positive,Negative,None of the above
Botany,What is the name for the process of water moving through a plant from the roots to the leaves?,Transpiration,Photosynthesis,Pollination,Germination
Chemistry,What is the name given to a mixture in which one substance is dissolved in another?,Solution,Mixture,Compound,Element
Physics,What is the formula to calculate work?,Force x Distance,Mass x Velocity,Distance x Time,Velocity x Time
Anatomy,What is the tough| flexible tissue that connects bone to muscle?,Tendon,Cartilage,Ligament,Epidermis
Biology,Which part of the cell is responsible for the production of energy?,Mitochondria,Golgi Apparatus,Ribosomes,Lysosomes
Biology,What type of cells lack a nucleus?,Prokaryotic cells,Eukaryotic cells,Plant cells,Animal cells
Earth Science,What is the name for a sudden and violent shaking of the ground caused by the movement of tectonic plates?,Earthquake,Volcano,Tsunami,Hurricane
Chemistry,What is the process of converting a liquid to a gas called?,Evaporation,Sublimation,Condensation,Melting
Biology,What is the part of the brain responsible for vision?,Occipital lobe,Frontal lobe,Temporal lobe,Parietal lobe
Astronomy,What is a star?,A celestial object that produces its own light,A celestial object that reflects light from the Sun, A celestial object that emits radiation,None of the above
Earth Science,What is the second largest planet in our Solar System?,Saturn,Jupiter,Neptune,Uranus
Biology,What is the name of the sugar found in DNA?,Deoxyribose,Ribose,Glucose,Fructose
Physics,What law states that for every action| there is an equal and opposite reaction?,Newton's Third Law,Newton's Second Law,Newton's First Law,Boyle's Law
Biology,What is the name of the pigment that gives skin its color?,Melanin,Carotene,Hemoglobin,Chlorophyll
Biology,Which system is responsible for producing hormones?,Endocrine System,Digestive System,Respiratory System,Circulatory System
Biology,Which of the following is not one of the four main types of tissue in the human body?,Lung tissue,Muscle tissue,Nervous tissue,Epithelial tissue
Biology,What is the name of the opening through which urine is expelled from the body?,Urethra,Ureter,Esophagus,Trachea
Biology,Which of the following is NOT a component of a nucleotide?,Carbon dioxide,Sugar,Phosphate group,Nitrogenous base
Chemistry,What is the most abundant element in the universe?,Hydrogen,Helium,Oxygen,Carbon
Astronomy,What is the name of the Kuiper Belt object that was reclassified as a dwarf planet in 2006?,Pluto,Eris,Haumea,Makemake
Physics,What is the unit for electric potential energy?,Volt,Joule,Ampere,Watt
Biology,What type of tissue is responsible for regulating and coordinating body activities?,Nervous Tissue,Muscle Tissue,Epithelial Tissue,Connective Tissue
Biology,What is the process by which specialized cells become different types of cells?,Differentiation,Mitosis,Meiosis,Fertilization
Chemistry,What is the symbol for carbon on the periodic table?,C,O,Na,Ni
Chemistry,What is the name for a solution with a pH of less than 7?,Acidic,Basic,Neutral,Alkaline
Physics,What is the formula for electric potential energy?,PE=qV,W = F*d,P = F/A,P = IV
Biology,What is the name of the process by which cells divide and multiply?,Mitosis,Meiosis,Photosynthesis,Respiration
Meteorology,What is the name of the tool used to measure atmospheric pressure?,Barometer,Thermometer,Anemometer,Hygrometer
Biology,What is the name for the process by which RNA is translated into proteins?,Translation,Transcription,Replication,Mutation
Chemistry,What is the difference between an exothermic and endothermic process?,"Exothermic processes release energy, endothermic processes absorb energy","Endothermic processes release energy, exothermic processes absorb energy",Exothermic and endothermic processes are the same,"Exothermic processes occur in living organisms, endothermic processes occur in non-living things"
Biology,What is the name for the process by which cells divide?,Mitosis,Meiosis,Photosynthesis,Respiration
Biology,What is the name of the structure that carries urine from the kidney to the bladder?,Ureter,Urethra,Bladder,Prostate
Earth Science,What is the term for the layer of Earth's atmosphere where the northern lights can be seen?,thermosphere,ionosphere,exosphere,mesosphere
Astronomy,What is the name of the spacecraft that was the first to land humans on the Moon?,Apollo 11,Voyager 1,Columbia,Challenger
Chemistry,Which element is represented by the symbol Mg on the periodic table?,Magnesium,Mercury,Manganese,Molybdenum
Biology,Which process involves the conversion of glucose into energy?,Cellular Respiration,Photosynthesis,Fermentation,Transpiration
Biology,What is the process by which cells divide and produce two identical daughter cells?,Mitosis,Meiosis,Transcription,Translation
Chemistry,What is the chemical symbol for magnesium?,Mg,Na,K,Ca
Biology,Which part of the digestive system absorbs nutrients from food?,Small intestine,Stomach,Large intestine,Esophagus
Biology,What is the name of the molecule responsible for carrying oxygen in red blood cells?,Hemoglobin,Chlorophyll,Carotene,Melanin
Biology,What is the name of the hormone that stimulates milk production in mammals?,Prolactin,Insulin,Adrenaline,Estrogen
Astronomy,Which planet has the most moons?,Jupiter,Saturn,Uranus,Neptune
Chemistry,What is the name of the process whereby hydrogen and oxygen combine to form water?,Combustion,Photosynthesis,Hydration,Electrolysis
Chemistry,What is the name of the process when a gas turns into a liquid?,Condensation,Evaporation,Sublimation,Melting
Astronomy,What is the name of the spacecraft that landed on Mars in 2012?,Curiosity,Opportunity,Spirit,Sojourner
Chemistry,What is the element with the symbol K?,Potassium,Krypton,Kryptonite,Palladium
Geology,What is the name of the process by which sediment is moved from one place to another?,Erosion,Deposition,Compaction,Metamorphism
Chemistry,What is the name for the measure of the amount of matter in an object?,Mass,Weight,Density,Volume
Geology,What type of rock is formed from the alteration of existing rock due to the presence of hot fluids?,Metamorphic,Sedimentary,Igneous,None of the above
Astronomy,What is the name of the closest star to Earth| other than the Sun?,Proxima Centauri,Alpha Centauri, Barnard's Star,Sirius
Biology,What is the name of the process by which some plants use sunlight to make food?,Photosynthesis,Cellular respiration,Transpiration,Germination
Biology,What is the part of the cell where proteins are made?,Ribosome,Golgi apparatus,Endoplasmic reticulum,Nucleus
Biology,Which part of the cell is responsible for packaging and distributing proteins?,Golgi apparatus,Mitochondria,Nucleus,Endoplasmic reticulum
Geology,What type of rock is formed from molten lava or magma?,Igneous,Sedimentary,Metamorphic,Mineral
Biology,What is the name of the process by which organisms produce offspring similar to themselves?,Reproduction,Photosynthesis,Cellular respiration,Metabolism
Astronomy,What is the name of the largest planet in our solar system?,Jupiter,Saturn,Uranus,Neptune
Chemistry,What is the process called where a gas changes into a liquid?,Condensation,Evaporation,Sublimation,Deposition
Biology,Which of these is not a macromolecule?,Lipid,Acid,Protein,Carbohydrate
Chemistry,What is the process by which molecules move from an area of high concentration to an area of low concentration?,Diffusion,Osmosis,Facilitated diffusion,Active transport
Biology,What type of tissue is responsible for contracting and producing movement?,Muscle,Nerve,Epithelial,Connective
Biology,What is the name of the process by which plants release water vapor through tiny pores on their leaves?,Transpiration,Photosynthesis,Cellular Respiration,Fermentation
Chemistry,What is the name of the process in which a solid turns into a liquid?,Melting,Freezing,Sublimation,Condensation
Genetics,What is the study of the distribution and frequency of alleles in populations called?,Population genetics,Molecular genetics,Bioinformatics,Epigenetics
Physics,What is the term for the energy of motion?,Kinetic energy,Potential energy,Thermal energy,Electrical energy
Biology,What is the name of the process by which information is transferred from DNA to RNA?,Transcription,Translation,DNA Replication,Mitosis
Chemistry,What is the name for a substance that donates a proton in a chemical reaction?,Acid,Base,Neutral,Buffer
Chemistry,What is the chemical symbol for Iron?,Fe,Ir,In,Io
Physics,What is the process by which a solid changes directly to a gas called?,Sublimation,Condensation,Deposition,Vaporization
Biology,What is the process by which animals break down food to release energy called?,Cellular respiration,Photosynthesis,Fermentation,Digestion
Geology,What is the term for the process by which sediment is moved from one place to another?,Erosion,Deposition,Weathering,Compaction
Biology,What is the name of the rod-shaped organelles that help cells divide?,Centrioles,Golgi body,Endoplasmic reticulum,Vesicles
Biology,What is the protective outer layer of a plant cell called?,Cell wall,Cell membrane,Nucleus,Vacuole
Biology,What is the function of the thyroid gland in the body?,Regulate metabolism,Produce bile,Digest food,Store nutrients
Physics,What is the weight of an object with a mass of 50 kg?,490 N,500 N,520 N,550 N
Biology,What gas is essential for photosynthesis?,Carbon Dioxide,Oxygen,Methane,Nitrogen
Chemistry,What is the name for the process of removing electrons from an atom or molecule?,Ionization,Oxidation,Reduction,Hydrolysis
Biology,What is the process by which cells make a copy of their DNA?,DNA Replication,Photosynthesis,Cellular Respiration,Fermentation
Biology,What is the process called when a species evolves different traits due to different environmental pressures?,Divergent Evolution,Convergent Evolution,Hybridization,Migration
Geology,What is the name of the process by which rock is transformed from one type to another?,Metamorphism,Weathering,Erosion,Deposition
Meteorology,What is the name of the scale used to measure the intensity of hurricanes?,Saffir-Simpson scale,Enhanced Fujita scale,Richter scale,Beaufort scale
Meteorology,What is the term used to describe the movement of air due to differences in pressure?,Wind,Breeze,Gale,Storm
Zoology,What is the name for animals that eat both plants and animals?,Omnivores,Carnivores,Herbivores,Scavengers
Biology,What type of muscle is responsible for involuntary movements such as breathing and digestion?,Smooth muscle,Skeletal muscle,Cardiac muscle,Voluntary muscle
Geology,What is the name of the process by which rocks are broken down into smaller pieces by physical or chemical means?,Weathering,Erosion,Deposition,Lithification
Chemistry,Which element has the symbol Cl?,Chlorine,Calcium,Carbon,Copper
Biology,What is the process of producing offspring called?,Reproduction,Respiration,Digestion,Transport
Biology,What is the name of the process by which an mRNA sequence is translated into a protein?,Translation,Transcription,Replication,Reverse transcription
Biology,What is the process by which cells create new proteins?,Translation,Transcription,Fermentation,Photosynthesis
Botany,What is the process of pollen being transferred to the female reproductive organ of a flower called?,Pollination,Transpiration,Photosynthesis,Respiration
Geology,What type of rock is formed from cooling magma or lava?,Igneous,Sedimentary,Metamorphic,Plutonic
Physics,What is the SI unit for pressure?,Pascal,Watt,Joule,Newton
Physics,What is the term for the tendency of a moving object to continue moving in a straight line at a constant speed?,Inertia,Momentum,Acceleration,Force
Anatomy,What is the name of the largest bone in the human body?,Femur,Tibia,Humerus,Radius
Chemistry,What is the name for a solution with a pH of 7?,Neutral,Acidic,Alkaline,Basic
Biology,What is the name of the process by which an egg is fertilized by sperm?,Fertilization,Implantation,Ovulation,Menstruation
Biology,What is the function of the adrenal gland?,Produce adrenaline,Digest food,Transport oxygen,Produce insulin
Astronomy,What is the name of the process by which stars run out of fuel and die?,Supernova,Planetary nebula,White dwarf,Red giant
Biology,What is the name of the tube that carries urine from the bladder to the outside of the body?,Urethra,Ureter,Ovaries,Fallopian Tube
Chemistry,What is the term for the combination of two or more elements in a fixed ratio?,Compound,Mixture,Molecule,Solution
Physics,What is the force that opposes the motion of an object through a fluid?,Drag,Friction,Resistance,Buoyancy
Astronomy,What is the name of the nearest galaxy to the Milky Way?,Andromeda,Triangulum,Canis Major Dwarf,Large Magellanic Cloud
Chemistry,What is the name for a type of chemical bond in which electrons are transferred from one atom to another?,ionic bond,covalent bond,metallic bond,hydrogen bond
Chemistry,What is the chemical symbol for silver?,Ag,Au,Cu,Fe
Physics,What is the name of the law that states that every action has an equal and opposite reaction?,Newton's third law of motion,Newton's first law of motion,Newton's second law of motion,Law of conservation of momentum
