Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Physics,Which of the following is a measure of how much work is required to stretch or compress a spring?,Spring constant,Potential energy,Kinetic energy,Power
Chemistry,Which of the following is a measure of the ability of a substance to dissolve in another substance?,Solubility,Concentration,Temperature,Pressure
Biology,Which of the following is the process by which cells divide to produce two identical daughter cells?,Mitosis,Meiosis,Reproduction,Growth
Physics,Which of the following is a measure of how much matter an object contains in a given space?,Density,Mass,Weight,Volume
Chemistry,Which of the following is a measure of how readily a substance is oxidized or reduced in a chemical reaction?,Redox potential,pH,Concentration,Temperature
Biology,Which of the following is the process by which DNA is copied in preparation for cell division?,Replication,Transcription,Translation,Mutation
Physics,Which of the following is a measure of the amount of charge an object has?,Electric charge,Current,Voltage,Resistance
Chemistry,Which of the following is a measure of the amount of substance in a given volume?,Concentration,Molarity,Solubility,Pressure
Biology,Which of the following is the organelle responsible for generating ATP in eukaryotic cells?,Mitochondria,Golgi apparatus,Endoplasmic reticulum,Lysosome
Physics,Which of the following is a measure of the amount of energy required to raise the temperature of a substance by 1 degree Celsius per gram?,Specific heat capacity,Heat of fusion,Heat of vaporization,Enthalpy
Chemistry,Which of the following is a measure of how much energy is required to break a bond in a molecule?,Bond energy,Enthalpy,Entropy,Gibbs free energy
Biology,Which of the following is the fluid that surrounds the cells in many eukaryotic organisms?,Interstitial fluid,Lymph,Blood plasma,Cerebrospinal fluid
Physics,Which of the following is a measure of how much force is applied to a certain area?,Pressure,Temperature,Volume,Density
Chemistry,Which of the following is a measure of the degree to which a substance resists flow?,Viscosity,Density,Pressure,Concentration
Biology,Which of the following is a group of similar organs that work together to perform a specific function?,Organ system,Tissue,Organism,Community
Physics,Which of the following is a measure of how much energy an object possesses due to its motion?,Kinetic energy,Potential energy,Work,Power
Chemistry,Which of the following is a measure of the amount of moles of solute dissolved in a liter of solution?,Molarity,Concentration,Solubility,Pressure
Biology,Which of the following is the stage of mitosis during which chromosomes line up at the equator of the spindle?,Metaphase,Prophase,Anaphase,Telophase
Physics,Which of the following is a measure of how much work is done in moving an object a certain distance?,Work,Power,Energy,Potential energy
Chemistry,Which of the following is a measure of how readily a substance gives up protons in a chemical reaction?,Acidity,pH,Concentration,Temperature
Biology,Which of the following is the process by which RNA is synthesized from DNA?,Transcription,Translation,Replication,Mutation
Physics,Which of the following is a measure of the amount of energy required to remove an electron from an atom in its ground state?,Ionization energy,Electron affinity,Electronegativity,Atomic radius
Chemistry,Which of the following is a measure of the amount of energy released or absorbed during a chemical reaction?,Enthalpy,Entropy,Gibbs free energy,Bond energy
Biology,Which of the following is the process by which sperm and egg cells fuse to form a zygote?,Fertilization,Meiosis,Mitosis,Reproduction
Physics,Which of the following is a measure of how much force is required to change an object's motion?,Momentum,Acceleration,Velocity,Force
Chemistry,Which of the following is a measure of the amount of heat required to convert a solid into a liquid?,Heat of fusion,Heat of vaporization,Specific heat capacity,Enthalpy
Biology,Which of the following is the process by which sex cells are produced?,Meiosis,Mitosis,Replication,Translation
Physics,Which of the following is a measure of how much energy is contained in an object due to its position or shape?,Potential energy,Kinetic energy,Work,Power
Chemistry,Which of the following is a measure of the amount of energy required to convert a liquid into a gas?,Heat of vaporization,Heat of fusion,Specific heat capacity,Enthalpy
Biology,Which of the following is the stage of mitosis during which chromosomes separate and move to opposite poles of the cell?,Anaphase,Prophase,Metaphase,Telophase
