Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Astronomy,What is the name of the galaxy we live in?,Milky Way,Andromeda,Sombrero,Pinwheel
Astronomy,What is the term for the study of the universe as a whole?,Cosmology,Astrology,Astronomy,Meteorology
Astronomy,What is a meteor?,A small piece of rock that burn up in Earth's atmosphere,A planet outside our solar system,A comet,A large asteroid
Astronomy,What is a nebula?,A cloud of dust and gas in space,A star going through a supernova,A planet forming around a star,Matter that has been sucked into a black hole
Astronomy,What is the speed of light (in a vacuum)?,299|792|458 meters per second,100|000 meters per second,1|000|000 meters per second,10|000 meters per second
Astronomy,What is the Kuiper Belt?,A region of the solar system beyond Neptune,A region of the solar system between Mars and Jupiter,A region of the solar system between Earth and Mars,A region of the solar system beyond Uranus
Geology,What is the hardest mineral on the Mohs scale?,Diamond,Quartz,Topaz,Corundum
Geology,What is erosion?,The process of moving rock and sediment by wind or water,The process of rocks being broken down into smaller pieces,The process of compacting sediment into rock,The process of volcanic activity
Geology,What is the Ring of Fire?,An area around the Pacific Ocean with a lot of volcanic and earthquake activity,A region in Antarctica with lots of glaciers,A section of the Atlantic Ocean with deep underwater trenches,An area of the Sahara Desert with lots of sand dunes
Geology,What is the name for molten rock that has erupted from a volcano?,Lava,Magma,Obsidian,Pumice
Geology,What is the difference between weathering and erosion?,Weathering breaks down rock| erosion moves it,Erosion breaks down rock| weathering moves it,Weathering is caused by glaciers| erosion is caused by rivers,Erosion is caused by wind| weathering is caused by rain
Geology,What is a fault?,A crack in the Earth's crust where earthquakes occur,A type of rock that is formed from lava,A mountain range that has been eroded down,A geological feature that is formed by glaciation
Geology,What is a mineral?,A naturally occurring inorganic substance with a crystalline structure,A type of rock that can be easily eroded,A type of fossil that is found in sedimentary rock,A type of volcanic rock that has a low viscosity
Geology,What is the process of turning sediment into rock called?,Lithification,Compaction,Erosion,Weathering
Ecology,What is the name of the process by which plants produce oxygen?,Photosynthesis,Respiration,Fermentation,Transpiration
Ecology,What is an ecosystem?,A community of living and nonliving things in a specific area,A group of organisms that can interbreed,A group of organisms that live in the same habitat,A group of species that have a common ancestor
Ecology,What is the difference between a food chain and a food web?,A food chain is a linear sequence of organisms| a food web is a more complex network of organisms,A food web is a linear sequence of organisms| a food chain is a more complex network of organisms,A food chain only involves producers| a food web involves producers and consumers,A food web only involves aquatic ecosystems| a food chain involves all ecosystems
Ecology,What is biodiversity?,The variety of life in a given area,The availability of energy in an ecosystem,The number of different species in an ecosystem,The rate at which organisms reproduce
Ecology,What is a keystone species?,A species that has a disproportionately large effect on its environment,A species that is often hunted for its fur,A species that is rarely seen in the wild,A species that has a low population density
Ecology,What is a carbon footprint?,The amount of carbon dioxide and other greenhouse gases emitted by a person| organization| or activity,The amount of fossil fuels used in a given area,The amount of oxygen produced by a plant,The amount of carbon dioxide absorbed by the ocean
Ecology,What is the process by which water returns to the atmosphere from plant leaves called?,Transpiration,Evaporation,Sublimation,Condensation
Ecology,What is the difference between renewable and nonrenewable resources?,Renewable resources can be replenished| nonrenewable resources cannot,Nonrenewable resources can be replenished| renewable resources cannot,Renewable resources are always cleaner than nonrenewable resources,Nonrenewable resources are always cheaper than renewable resources
