Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Geology,What is a plate tectonic boundary?,A boundary between two tectonic plates,A boundary between a tectonic plate and a fault,A boundary between two faults,A boundary between two mountains
Chemistry,What is the chemical formula for sodium chloride?,NaCl,NaOH,Na2SO4,Na2CO3
Physics,What is the unit of measurement for force?,Newton,Meter,Second,Liter
Biology,What is the function of the golgi apparatus?,Modifies| sorts| and packages proteins,Site of photosynthesis,Site of cellular respiration,Site of DNA replication
Geology,What is a glacier?,A large mass of ice that moves slowly over land,A large mass of rock that moves slowly over land,A large mass of water that moves slowly over land,A large mass of air that moves slowly over land
Chemistry,What is the atomic symbol for helium?,He,H,Li,Be
Physics,What is the equation for velocity?,Distance divided by time,Change in velocity divided by time,Mass times acceleration,Force times time
Biology,What is the function of lysosomes?,Breaks down waste,Site of protein synthesis,Site of photosynthesis,Site of cellular respiration
Geology,What is the difference between a volcano and a mountain?,A volcano is an opening in the Earth's crust where molten rock and gas can escape| a mountain is a large landform that rises above the surrounding terrain,A volcano is a large landform that rises above the surrounding terrain| a mountain is an opening in the Earth's crust where molten rock and gas can escape,A volcano and a mountain are the same thing,A volcano is formed from sediment| a mountain is formed from cooling lava or magma
Chemistry,What is the chemical formula for oxygen?,O2,O,OH,H2O
Physics,What is the equation for acceleration due to gravity?,9.8 meters per second squared,9.8 kilometers per second squared,186000 miles per second squared,186000 kilometers per second squared
Biology,What is the function of the endoplasmic reticulum?,Site of protein synthesis and lipid metabolism,Site of photosynthesis,Site of cellular respiration,Site of DNA replication
Geology,What is the process by which sediment becomes sedimentary rock?,Compaction and cementation,Cooling and solidifying,Melting and cooling,Heat and pressure
Chemistry,What is the atomic symbol for calcium?,Ca,C,Co,Cd
Physics,What is the equation for Ohm's law?,Voltage equals current times resistance,Resistance equals current times voltage,Current equals voltage times resistance,Voltage equals resistance divided by current
Biology,What is the function of the vacuole?,Stores water| waste| and nutrients,Site of photosynthesis,Breaks down waste,Produces energy
Geology,What is the definition of a mineral crystal?,A regular repeating pattern of atoms that make up a mineral,A large piece of a mineral,A type of rock,A type of gemstone
Chemistry,What is the chemical formula for carbon monoxide?,CO,CO2,C2O,C2H5OH
Physics,What is the equation for torque?,Force times lever arm,Mass times acceleration,Velocity times time,Distance squared divided by time
Biology,What is the function of the cell wall?,Provides support and protection for the cell,Contains DNA,Makes proteins,Produces energy
Geology,What is the definition of a rock cycle?,The continuous process by which rocks are formed| changed| destroyed| and formed again,The process by which rocks are formed from cooling lava or magma,The process by which sediment becomes sedimentary rock,The process by which rocks are broken down by weathering and erosion
