Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Chemistry,What is the name for a reaction in which a single substance breaks down into two or more simpler substances?,Decomposition Reaction,Synthesis Reaction,Single Replacement Reaction,Double Replacement Reaction
Physics,What is the formula for calculating pressure?,Pressure = Force / Area,Pressure = Density x Volume,Pressure = Work / Time,Pressure = Velocity / Acceleration
Biology,What is the name of the hormone that regulates calcium levels in the body?,Parathyroid Hormone,Calcitonin,Thyroid Hormone,Insulin
Chemistry,What is the name for a reaction in which two elements swap places to form two new compounds?,Double Replacement Reaction,Single Replacement Reaction,Synthesis Reaction,Combustion Reaction
Physics,What is the formula for calculating power?,Power = Work / Time,Power = Force x Distance / Time,Power = Mass x Velocity / Time,Power = Potential Energy / Time
Biology,What is the name of the hormone that regulates sleep-wake cycles in the body?,Melatonin,Serotonin,Dopamine,Norepinephrine
Chemistry,What is the name for a substance that can act as both an acid and a base?,Amphiprotic,Neutral,Buffer,Salt
Physics,What is the formula for calculating momentum?,Momentum = Mass x Velocity,Momentum = Force x Time,Momentum = Work / Time,Momentum = Kinetic Energy + Potential Energy
Biology,What is the name of the hormone that stimulates milk production in the mammary glands?,Prolactin,Oxytocin,Thyroid-Stimulating Hormone,Growth Hormone
Chemistry,What is the name for a compound that contains both a metal and a non-metal?,Ionic Compound,Molecular Compound,Covalent Compound,Hydrocarbon
Physics,What is the formula for calculating resistance in an electrical circuit?,Resistance = Voltage / Current,Resistance = Current / Voltage,Resistance = Power / Current,Resistance = Time x Current
Biology,What is the name of the hormone that regulates the body's response to stress?,Cortisol,Epinephrine,Norepinephrine,Testosterone
Chemistry,What is the name for a reaction that requires energy to proceed?,Endothermic Reaction,Exothermic Reaction,Oxidation-Reduction Reaction,Acid-Base Reaction
Physics,What is the formula for calculating electric power?,Electric Power = Voltage x Current,Electric Power = Current / Voltage,Electric Power = Resistance x Current,Electric Power = Work / Time
Biology,What is the name of the hormone that stimulates ovulation in females?,Luteinizing Hormone,Follicle-Stimulating Hormone,Estrogen,Progesterone
Chemistry,What is the name for a solution that resists changes in pH when small amounts of acid or base are added?,Buffer Solution,Acidic Solution,Basic Solution,Neutral Solution
Physics,What is the formula for calculating electric current?,Electric Current = Charge / Time,Electric Current = Voltage x Resistance,Electric Current = Power / Voltage,Electric Current = Work / Time
