Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Biology,What is the name for the process by which cells break down glucose to produce ATP?,cellular respiration,photosynthesis,replication,transcription
Chemistry,What is the name for the process by which an atom gains or loses electrons?,oxidation-reduction,ionization,polarization,acid-base neutralization
Physics,What is the formula for calculating electrical resistance?,R = V/I,W = Fd,p = mv,a = (vf - vi)/t
Biology,What is the name for the process by which a virus enters a host cell and takes over the cell's machinery to reproduce?,viral infection,lytic infection,lysogenic infection,transduction
Chemistry,What is the name for the process by which light is absorbed and converted into chemical energy in plants?,photosynthesis,respiration,combustion,ionization
Physics,What is the formula for calculating electrical power?,P = IV,W = Fd,p = mv,E = Pt
Biology,What is the name for the process by which RNA is produced from DNA?,transcription,translation,replication,mutation
Chemistry,What is the name for the type of chemical reaction that releases energy?,exothermic reaction,endothermic reaction,oxidation-reduction reaction,acid-base neutralization reaction
Physics,What is the formula for calculating electrical work?,W = VIt,W = Fd,p = mv,a = (vf - vi)/t
Biology,What is the name for the process by which organisms exchange gases with their environment?,respiration,photosynthesis,absorption,transpiration
Chemistry,What is the name for the type of chemical reaction that absorbs energy?,endothermic reaction,exothermic reaction,oxidation-reduction reaction,acid-base neutralization reaction
Physics,What is the formula for calculating electrical energy?,E = Pt,W = Fd,p = mv,a = (vf - vi)/t
