Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Physics,What is the name of the law that states that the pressure of a gas is directly proportional to its temperature in Kelvin?,Gay-Lussac's Law,Boyle's Law,Charles' Law,Avogadro's Law
Chemistry,What is the name given to a mixture in which one substance is dissolved in another?,Solution,Mixture,Compound,Element
Biology,What is the name of the structure that holds the cell's genetic information?,Nucleus,Mitochondria,Endoplasmic Reticulum,Lysosome
Physics,What is the name of the type of energy that an object possesses due to its motion?,Kinetic Energy,Potential Energy,Thermal Energy,Electric Energy
Chemistry,What is the name of the process in which a solid turns into a liquid?,Melting,Freezing,Sublimation,Condensation
Biology,What is the name of the muscle that separates the abdominal cavity from the pelvic cavity?,Pelvic Diaphragm,Thoracic Diaphragm,Deltoid Muscle,Gluteus Maximus
Physics,What is the name of the law that states that the volume of a gas is proportional to the number of molecules of gas present?,Avogadro's Law,Boyle's Law,Charles' Law,Gay-Lussac's Law
Chemistry,What is the name of the process in which a liquid turns into a solid?,Freezing,Melting,Sublimation,Condensation
Biology,What is the name of the structure that transports materials within the cell?,Endoplasmic Reticulum,Golgi Apparatus,Lysosome,Mitochondria
Physics,What is the name of the type of energy that is created by the movement of electrically charged particles?,Electric Energy,Kinetic Energy,Potential Energy,Thermal Energy
Chemistry,What is the name of the process in which a gas turns into a liquid?,Condensation,Vaporization,Sublimation,Deposition
Biology,What is the name given to the process in which an egg is released from the ovary?,Ovulation,Menstruation,Fertilization,Implantation
Physics,What is the name of the force that pulls all objects toward each other?,Gravity,Friction,Tension,Acceleration
Chemistry,What is the name of the process in which a liquid turns into a gas at the surface of the liquid?,Evaporation,Condensation,Sublimation,Vaporization
Biology,What is the name of the structure that carries blood away from the heart?,Artery,Vein,Capillary,Aorta
Physics,What is the name of the type of energy stored in an object due to its compression or expansion?,Elastic Potential Energy,Kinetic Energy,Potential Energy,Thermal Energy
Chemistry,What is the name given to a homogeneous mixture of two or more substances?,Solution,Mixture,Element,Compound
Biology,What is the name of the process by which sperm are made?,Spermatogenesis,Meiosis,Mitosis,Oogenesis
Physics,What is the name of the type of energy that is produced by the random movement of molecules?,Thermal Energy,Kinetic Energy,Potential Energy,Electric Energy
Chemistry,What is the name of the process in which a gas turns directly into a solid without first becoming a liquid?,Deposition,Sublimation,Condensation,Vaporization
Biology,What is the name of the process by which an egg is fertilized by sperm?,Fertilization,Implantation,Ovulation,Menstruation
