Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Astronomy,What is the name of the second planet from the sun?,Venus,Mercury,Earth,Mars
Physics,What is the formula for calculating electric power?,P = I x V,P = F x d,P = W ÷ t,P = Q x V
Biology,Which part of the brain controls balance and movement?,Cerebellum,Cerebrum,Brain stem,Thalamus
Chemistry,What is the name of the process by which a solid changes directly into a gas without becoming a liquid first?,Sublimation,Evaporation,Condensation,Freezing
Astronomy,What is the name of the closest star system to ours?,Alpha Centauri,Proxima Centauri,Barnard's Star,Wolf 359
Physics,What is the formula for calculating work done by a gas?,Work = pressure x volume,Work = force x distance,Work = mass x acceleration,Work = velocity x time
Biology,What is the name for the process by which plants exchange gases with the atmosphere?,Transpiration,Photosynthesis,Respiration,Diffusion
Chemistry,What is the name of the process by which a liquid changes into a gas?,Evaporation,Sublimation,Condensation,Freezing
Astronomy,What is the name of the first artificial satellite to be launched into space?,Sputnik 1,Explorer 1,Vanguard 1,Friendship 7
Physics,What is the formula for calculating gravitational potential energy?,GPE = mgh,GPE = 1/2 mv^2,GPE = Fd,GPE = QV
Biology,Which part of the brain controls breathing and heart rate?,Brain stem,Cerebellum,Cerebrum,Thalamus
Chemistry,What is the name for a solid mixture of two or more metals?,Alloy,Compound,Isotope,Molecule
Astronomy,What is the name of the brightest star in the night sky?,Sirius,Canopus,Arcturus,Vega
Physics,What is Newton's third law of motion?,Every action has an equal and opposite reaction.,The rate of change of momentum of an object is directly proportional to the force applied| and occurs in the direction in which the force is applied.,An object at rest stays at rest and an object in motion stays in motion with a constant velocity.,The acceleration of an object is directly proportional to the force applied to the object.
